Station,Station_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,TIME,PM
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,0,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,17,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,19,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,0,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,5,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,16,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,0,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,8,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,3,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,19,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,17,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,10,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,1,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,0,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,0,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,2,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,13,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,6,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,18,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,7,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,20,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,16,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,15,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,17,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,19,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,23,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,7,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,2,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,18,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,2,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,18,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,20,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,19,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,20,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,3,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,22,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,15,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,13,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,8,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,11,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,1,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,13,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,10,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,7,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,23,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,8,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,3,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,17,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,1,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,13,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,5,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,23,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,18,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,5,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,6,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,17,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,8,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,16,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,3,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,15,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,11,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,4,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,19,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,18,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,18,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,16,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,16,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,5,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,22,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,11,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,11,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,11,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,18,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,10,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,3,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,5,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,23,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,5,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,16,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,23,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,1,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,10,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,12,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,10,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,6,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,21,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,14,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,16,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,9,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,22,1
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,2,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,11,0
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,19,2
Division Street,3,0.0016,0.0223,0.0621,0.4292,0.1211,0.0332,0.0242,0.1601,0.1008,0.0165,0.0288,0.0002,0.123645,19,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,20,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,13,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,3,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,19,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,22,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,22,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,12,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,21,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,7,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,4,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,22,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,10,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,20,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,6,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,1,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,7,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,15,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,13,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,4,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,5,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,21,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,0,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,16,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,23,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,2,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,19,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,11,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,21,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,9,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,3,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,4,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,18,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,11,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,11,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,7,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,23,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,17,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,16,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,7,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,0,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,18,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,15,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,15,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,17,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,21,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,7,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,10,2
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,15,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,16,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,16,1
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,13,0
IS 143,4,0.0064,0.1431,0.0867,0.2006,0.0652,0.0039,0.0392,0.1272,0.276,0.0136,0.0308,0.0073,0.122644,3,0
